sample,MYCN,RET,KIT,PROM1,PTRH2,TLE5,TLE1,GAPDH,TCF7,RELA,RPL30,PSMC5,WDTC1,RRP1,HNRNPL,PCBP1,RER1,A2ML1,ZFHX3
TCGA-HT-A5RC-01,2.422,-2.932,1.202,1.745,4.381,8.579,6.212,11.65,3.059,5.904,10.02,7.442,4.724,4.629,7.528,7.858,6.593,1.233,2.088
GTEX-ZAB4-1426-SM-5CVN6,-3.047,0.0854,0.9935,-3.458,3.368,8.328,4.91,11.3,3.537,5.772,10.79,6.012,3.994,3.611,7.147,7.459,6.297,-1.595,0.8082
TCGA-G8-6326-01,-4.035,-4.035,-5.012,-3.816,5.102,8.598,1.036,11.37,2.669,5.147,11.16,7.76,2.836,4.318,7.036,6.504,6.375,-9.966,-1.392
GTEX-YEC4-0326-SM-4W216,-3.626,-4.608,-1.318,-0.4921,2.611,8.561,2.449,11.3,-0.2845,4.253,9.54,6.056,4.362,1.642,5.784,6.84,4.931,-4.035,0.2029
TCGA-A8-A075-01,-1.149,2.656,0.3346,8.1,5.121,8.557,4.535,11.66,1.9,5.828,12.33,6.843,4.356,4.469,7.961,8.279,7.256,-0.6416,1.836
TCGA-WC-A883-01,-1.47,-2.388,4.902,-0.4921,5.787,7.291,2.759,12.73,2.131,5.09,12.66,7.109,3.148,5.447,7.617,7.721,5.595,-3.626,0.3231
TCGA-04-1357-01,-0.1504,-1.595,-3.308,1.288,3.955,8.476,3.99,11.61,2.039,5.474,11.56,5.775,3.923,3.788,6.828,7.312,6.069,-0.9132,1.651
GTEX-P4QT-2426-SM-3NMCL,-0.8084,-1.283,5.183,-4.035,4.316,8.971,6.516,9.438,1.911,6.546,12,6.906,4.801,4.086,7.503,7.437,6.298,-0.6416,1.476
TCGA-G2-A3VY-01,4.305,-5.574,-2.388,-2.114,4.808,8.87,5.389,11.15,0.058,6.072,11.93,6.891,5.69,5.335,8.235,9.011,7.444,6.008,3.731
GTEX-131XG-0126-SM-5K7UJ,-6.506,0.1388,1.783,-9.966,4.227,8.215,6.056,10.42,0.8805,5.913,10.59,6.857,4.37,3.388,7.416,7.985,6.813,-3.816,2.436
GTEX-11DYG-1226-SM-5N9DC,-9.966,-3.308,2.496,2.015,2.812,8.707,6.021,12.08,-0.3566,6.512,11.03,6.944,4.293,2.712,7.41,7.902,6.077,-1.831,3.83
TCGA-EP-A12J-11,-0.7834,1.34,-2.053,1.183,3.907,7.213,4.648,10.38,1.258,4.67,9.635,6.246,3.956,2.69,6.328,6.92,6.315,-9.966,0.2277
TCGA-XU-A933-01,-3.047,0.537,8.586,3.579,5.861,8.615,7.514,11.89,1.439,5.708,11.7,7.578,3.783,5.248,8.211,8.738,6.294,1.428,1.868
TCGA-KC-A4BV-01,-4.608,3.399,1.05,-3.047,5.109,9.24,5.958,10.44,2.101,6.029,11.83,7.45,5,4.192,7.892,8.115,6.733,-2.053,2.801
GTEX-13SLX-0126-SM-5S2MM,3.816,-1.781,1.118,-9.966,3.872,9.167,6.549,10.67,3.245,6.541,10.87,7.092,5.067,4.27,7.974,8.066,6.435,3.315,2.398
TCGA-A1-A0SD-01,1.264,5.061,2.656,3.116,4.808,8.272,4.118,11.25,2.78,6.075,11.14,7.039,4.712,4.18,7.873,8.297,7.053,-2.114,2.595
TCGA-K1-A6RT-01,-1.283,-1.283,0.1648,-2.053,4.036,8.957,3.403,12.57,5.215,5.451,10.88,7.422,5.219,3.657,7.437,8.362,5.855,-3.458,1.293
TCGA-DA-A3F8-06,-0.2498,-3.816,2.897,-2.548,4.478,9.214,4.532,12.09,4.896,5.957,10.8,7.036,4.818,4.075,7.55,8.325,6.532,-4.293,1.305
TCGA-06-0221-02,6.36,0.9642,3.245,0.4552,4.262,9.576,4.6,11.35,1.001,5.925,10.68,7.45,5.588,4.966,8.264,7.796,6.376,0.8805,1.791
GTEX-131XG-0006-SM-5O9CE,-6.506,-3.458,-3.308,-3.308,2.506,6.829,2.501,11.18,4.707,4.245,9.743,4.892,4.924,1.071,5.89,7.108,5.508,-9.966,-5.012
TCGA-B7-A5TJ-01,-1.149,-2.932,-1.355,5.2,3.597,8.523,4.585,10.52,3.401,5.629,11.42,5.662,4.58,3.429,6.98,7.946,5.755,-4.293,2.982
GTEX-13FTY-0226-SM-5IJBW,-3.626,-0.1665,-1.781,0.0158,2.872,9.209,4.738,13.04,-2.466,4.775,10.19,6.581,4.909,2.761,6.593,8.207,5.311,-4.035,1.527
TCGA-55-6975-11,-3.171,-0.4521,4.289,-0.9406,3.787,8.766,3.654,9.573,2.949,5.832,10.81,6.657,5.217,3.242,7.408,7.954,6.254,-5.574,2.196
TCGA-AB-2944-03,3.189,-0.6193,6.446,7.344,4.073,8.126,1.911,11.44,4.815,6.019,11.21,6.952,5.481,4.195,8.017,7.828,6.201,1.288,3.116
GTEX-132AR-2726-SM-5PNVN,-1.994,-0.1993,2.393,6.245,3.573,8.449,4.454,10.54,1.619,5.473,10.11,6.431,4.183,3.191,7.457,7.71,6.882,-9.966,0.7664
GTEX-12WSD-2126-SM-5LZWK,-4.293,1.288,-2.178,-5.012,4.296,9.713,6.706,10.72,2.248,5.522,10.75,6.847,4.772,3.038,7.159,7.929,6.986,-4.608,1.098
TCGA-FG-5965-02,3.05,1.679,2.296,0.9306,4.713,9.048,5.08,11.91,1.428,5.223,10.12,7.923,4.778,4.913,7.586,7.735,5.738,0.4709,0.5617
TCGA-FG-5965-01,1.816,2.428,1.196,1.736,3.928,8.249,5.566,11.48,2.148,5.899,10.98,7.452,4.719,4.18,7.567,7.455,5.902,3.305,1.836
GTEX-Y3I4-0526-SM-4TT6X,-2.635,-3.308,-2.548,0.4967,2.37,8.382,2.354,11.22,-1.595,3.583,9.089,5.702,3.76,1.6,5.532,6.132,4.587,-3.308,0.0014
TCGA-QR-A70A-01,3.106,4.224,-1.355,-0.1993,4.018,9.739,4.675,11.01,-1.639,4.936,10.35,6.889,4.257,3.78,7.218,7.239,4.875,-9.966,-0.3383
TARGET-30-PAMNLH-01,4.596,1.832,0.0158,-4.608,6.245,8.279,3.359,12.2,3.329,5.502,11.55,8.685,4.274,4.777,7.695,8.073,6.243,-3.047,5.31
GTEX-WFG8-1126-SM-4LVN1,-2.315,-2.245,4.27,-0.013,3.103,8.95,4.662,11.28,-0.394,6.125,10.83,7.431,5.14,3.263,7.589,7.817,6.008,-4.608,2.081
GTEX-13FTW-1026-SM-5L3E3,-4.608,-2.388,-1.781,0.7321,2.296,8.952,2.441,10.8,-1.056,4.023,9.009,6.203,4.424,2.05,6.222,6.779,5.023,-5.012,0.4967
TCGA-VP-A875-01,-5.012,0.099,-2.466,-2.635,5.122,8.653,4.937,11.17,0.099,6.254,12.28,6.845,4.774,4.85,7.996,7.688,6.593,-2.053,2.342
TCGA-V5-A7RE-11,-0.394,-0.3022,0.3231,5.552,3.996,7.943,4.665,11.63,4.592,6.299,10.9,6.054,5.723,2.703,7.292,7.812,6.53,0.24,3.349
TCGA-X7-A8DF-01,2.26,-3.816,-2.114,1.656,4.483,9.637,2.83,11.81,8.924,5.13,12.12,7.696,4.066,4.566,8.4,8.35,5.905,-9.966,0.1519
GTEX-QMRM-0626-SM-447BQ,-9.966,-2.727,2.111,4.273,3.52,9.16,5.32,11.49,0.4447,6.428,10.61,6.855,4.984,3.571,7.253,8.201,6.365,0.6239,3.461
TCGA-LN-A4A3-01,1.923,-0.5756,0.4967,1.964,4.632,7.756,4.982,12.31,4.605,5.613,10.5,7.317,4.874,4.519,7.467,8.193,5.898,7.714,2.398
TCGA-VQ-A8DT-01,1.022,-1.994,0.5568,5.383,4.302,8.297,5.434,11.37,4.582,5.166,11.37,6.271,4.609,3.294,7.135,7.545,6.671,-1.47,1.239
TCGA-AZ-4682-01,-2.548,-2.932,-1.056,4.698,5.312,8.258,4.254,11.86,4.839,5.151,12.01,5.94,3.247,4.342,8.002,7.498,7.378,-4.293,-0.7588
TARGET-30-PATFXV-01,10.32,3.723,2.242,-4.293,5.39,7.65,3.277,11.39,0.9935,4.92,11.64,7.348,2.911,4.815,7.786,7.177,4.714,-9.966,3.446
TCGA-CZ-5470-01,-2.466,-3.458,0.8883,-2.727,4.702,8.76,3.997,13.19,2.161,5.093,11.29,7.273,3.766,3.692,7.596,8.378,7.038,-9.966,0.8805
GTEX-WL46-0011-R6A-SM-3LK6X,1.05,0.7999,2.541,2.148,3.462,8.966,4.387,10.91,0.605,4.549,10.14,6.947,4.876,3.882,6.81,6.827,5.425,0.8647,1.357
GTEX-139UC-0011-R9a-SM-5K7W7,1.423,-1.086,1.719,1.092,3.82,8.478,5.379,11.6,2.177,5.361,10.61,7.073,4.251,3.933,7.187,7.726,5.763,2.115,2.568
GTEX-N7MS-0011-R10A-SM-2HMJK,0.6425,2.299,3.207,1.105,3.954,9.95,4.795,11.33,-0.8599,3.549,9.062,7.238,4.91,3.924,6.756,6.82,4.955,0.2881,-0.7346
GTEX-XK95-0426-SM-4AT4R,-2.315,-1.318,2.084,-3.458,4.188,8.523,5.24,10.54,0.5859,6.809,11.23,6.896,4.091,4.538,7.587,8.438,6.322,-5.574,2.193
GTEX-WK11-2526-SM-3NM9Y,-3.308,1.215,-1.51,-2.178,2.379,9.184,5.945,13.63,-1.149,4.491,9.841,6.548,5.402,2.449,6.394,8.236,5.006,-4.608,1.043
TCGA-AB-2954-03,3.828,0.8082,5.444,5.788,4.806,8.125,2.718,12.27,3.937,6.001,10.73,6.676,5.39,4.709,8.07,8.161,5.986,-0.2671,3.038
TCGA-BQ-7046-11,1.465,-1.431,3.694,4.308,3.887,8.615,3.677,11.19,0.8568,5.402,9.847,7.38,5.308,3.462,7.163,8.026,6.701,-5.574,1.455
TCGA-QK-A6IH-01,-4.293,0.346,-3.626,-9.966,5.911,8.225,4.547,12.55,1.085,5.915,11.4,7.599,3.237,5.423,7.392,7.614,6.94,4.159,-0.4131
GTEX-11DYG-1026-SM-5A5JQ,-4.035,-1.355,-0.6193,1.637,2.665,9.793,3.683,11.92,0.099,4.667,9.76,6.643,5.051,2.789,6.85,6.876,5.313,-1.639,0.8327
GTEX-ZLV1-0526-SM-4WWD4,-2.178,-2.053,1.293,-0.4921,3.551,8.614,3.803,11.01,0.4447,6.006,10.54,6.756,4.49,4.727,7.143,7.818,6.986,10.58,0.1257
TCGA-FG-7634-01,2.401,1.522,4.35,3.479,5.154,7.386,5.197,11.85,1.804,6.386,11.1,7.735,4.559,5.087,7.762,7.631,5.877,0.4967,2.362
GTEX-S4Z8-1826-SM-3K2BH,-3.626,-1.086,-0.9406,-1.994,3.997,8.973,5.7,13.12,-1.181,5.563,10.11,7.268,5.237,3.577,5.883,8.612,5.425,-4.608,3.228
TCGA-KJ-A3U4-01,-2.388,-1.318,-1.639,0.0718,6.094,8.788,5.741,11.84,3.654,6,11.29,9.292,4.94,5.467,8.049,8.828,7.007,0.4552,1.783
TCGA-H6-8124-11,0.1648,-0.8339,1.941,6.452,4.318,8.511,5.311,10.52,3.541,5.515,10.8,7.144,4.931,3.622,7.538,8.031,6.448,-3.458,2.284
TCGA-F5-6810-01,-0.1031,-1.51,0.6145,5.628,5.163,8.517,5.107,11.89,5.576,5.941,11.22,7.276,4.623,3.309,8.443,8.384,6.713,-5.012,2.475
TCGA-VF-A8AD-01,6.106,0.7146,1.196,8.053,5.854,7.543,5.067,13.54,3.45,4.911,11.52,8.068,4.403,5.363,8.353,8.602,6.982,0.8082,-0.0277
TCGA-QC-A7B5-01,-1.639,-1.781,-0.0725,-3.308,6.003,8.476,3.2,11.7,1.373,5.705,11.36,8.248,4.184,4.996,7.934,7.618,6.777,-2.053,-0.4131
TCGA-ZP-A9CZ-01,-2.466,-2.635,-1.595,-5.012,4.941,7.701,5.956,11.39,3.17,4.737,10.22,7.319,3.346,4.121,7.435,7.654,6.195,-9.966,0.1388
TCGA-AB-2818-03,3.23,-1.355,4.853,2.376,4.622,7.821,2.534,11.44,3.426,5.622,10.37,6.399,5.305,4.008,7.815,7.711,6.177,-2.388,1.512
TCGA-AB-2822-03,3.984,0.03,6.24,7.444,4.372,8.223,0.4125,10.3,2.921,5.587,11.68,5.62,5.285,3.679,7.921,7.079,5.668,-0.6416,0.2762
GTEX-X88G-0326-SM-47JZ4,-1.639,0.4657,-0.1187,-2.245,4.264,8.773,4.681,12.5,0.24,5.737,10.62,7.789,5.314,3.738,7.087,9.096,5.795,-9.966,0.5666
TCGA-DX-A3M2-01,-5.012,-4.293,-1.994,-4.035,5.242,8.409,2.311,11.91,0.3573,5.247,10.43,7.904,2.42,4.407,7.282,4.907,6.418,-9.966,0.7748
TCGA-46-6026-01,0.2998,0.517,0.3346,2.18,5.416,8.38,4.653,12.53,1.82,5.426,11.26,7.673,4.024,5.123,9.267,8.023,5.967,4.934,2.202
TARGET-30-PANBMJ-01,1.357,1.098,-0.5756,-9.966,6.105,7.247,3.149,10.61,3.801,5.891,10.93,8.117,3.831,3.996,7.22,6.977,5.841,-3.626,3.552
GTEX-OOBJ-1626-SM-2I3F7,-5.574,-2.114,-3.171,-1.732,4.131,9.008,5.772,13.53,-1.994,5.294,10.54,7.554,5.681,3.181,6.773,8.903,6.037,-5.574,2.989
TCGA-FD-A6TE-01,-0.7108,-1.355,5.282,3.987,5.097,8.391,4.441,12.84,3.921,5.686,11.75,7.772,5.341,5.188,8.317,8.584,6.677,0.9191,1.864
TCGA-CL-4957-01,0.2998,0.1388,-1.214,3.784,5.08,8.433,3.328,12.11,5.163,5.148,11.36,7.028,4.614,4.635,7.971,8.073,6.882,-5.574,1.008
TCGA-64-1680-01,-4.293,-3.171,1.476,1.506,4.399,8.295,3.867,10.69,0.1776,4.593,11.9,6.516,4.364,3.931,7.259,7.156,6.707,-9.966,-0.2159
TCGA-ZB-A96A-01,1.34,-5.574,0.044,-0.3752,4.685,9.937,3.009,11.78,8.923,4.808,12.06,7.796,4.177,4.289,8.756,7.988,5.995,-9.966,-0.0574
GTEX-13OW6-0726-SM-5L3FX,0.7999,1.412,4.216,2.549,3.369,9.556,4.805,10.38,2.799,5.879,10.48,7.243,4.799,3.806,7.991,7.821,6.424,-3.308,3.292
TCGA-ZF-AA4X-01,1.541,-5.574,-2.315,4.406,5.225,9.612,5.591,11.61,4.037,5.788,11.17,7.889,5.582,5.127,8.081,8.087,6.57,4.609,2.452
TCGA-BR-8690-01,-1.884,-2.466,-1.552,0.605,4.175,7.487,3.843,10.91,2.854,4.651,11.6,6.158,3.631,2.874,6.384,7.124,5.032,-0.4521,2.997
GTEX-QDT8-0226-SM-32PL4,-2.635,-0.7834,1.688,-2.932,3.82,7.518,4.56,9.816,1.486,5.506,11.02,6.584,4.155,3.995,7.135,7.665,6.24,-9.966,1.595
TCGA-CQ-7072-01,-2.114,0.7146,2.764,-5.012,5.048,7.757,4.213,11.97,2.964,5.896,11.3,7.609,4.464,3.91,7.786,7.671,6.394,3.487,2.293
GTEX-ZAK1-1226-SM-5Q5AA,-3.171,-2.635,0.1776,3.925,2.727,8.976,6.013,11.56,-0.8599,6.491,10.81,6.974,4.559,3.352,7.896,8.151,6.123,-1.51,3.964
TCGA-J2-A4AE-01,-5.574,0.8726,3.194,1.368,4.168,8.078,4.185,10.03,3.835,5.262,10.98,6.911,4.662,3.129,7.604,7.532,6.102,-1.831,1.428
TCGA-A2-A3Y0-01,1.085,-0.3752,0.3685,3.059,5.337,8.228,4.527,12.42,1.967,5.137,12.29,6.829,4.072,6.412,7.85,8.52,7.076,6.301,-1.51
GTEX-U8T8-0326-SM-3DB93,-4.608,-5.012,1.125,-1.181,3.531,8.649,4.958,10.79,-0.7346,6.746,10.56,7.228,5.216,4.262,7.713,7.986,6.578,-9.966,4.699
GTEX-13SLX-0011-R11b-SM-5O9C8,-1.355,0.9862,2.977,-0.7108,3.189,10.6,4.767,11.12,0.3907,5.346,9.684,7.863,5.318,4.237,8.097,7.843,6.169,0.2881,-2.635
GTEX-147GR-0011-R2b-SM-5S2RQ,1.138,3.011,1.299,1.86,2.81,8.32,3.541,10.87,0.7146,3.763,9.653,6.706,3.841,2.806,5.781,6.168,4.772,0.03,0.1388
GTEX-145MG-3026-SM-5RQJA,1.183,0.9716,2.316,1.305,4.089,9.413,4.995,11.56,-0.7108,4.243,8.997,7.157,4.55,3.474,6.375,6.762,5.138,1.171,-1.056
GTEX-13O3O-0011-R11b-SM-5KM4G,-1.149,1.196,4.725,-0.2328,3.043,10.56,4.527,11.14,1.209,5.624,9.65,8.003,5.047,3.959,8.232,7.722,6.213,-0.3752,-1.884
TCGA-EW-A6SD-01,3.064,2.414,0.4016,8.047,7.026,8.617,5.28,10.67,2.609,5.898,11.3,6.106,4.101,4.524,8.269,7.994,6.216,-0.4719,1.288
GTEX-WXYG-0926-SM-3NB2O,-1.47,-1.51,1.396,-6.506,3.708,8.332,5.08,9.461,0.7999,5.844,10.71,6.952,4.422,3.184,7.3,7.943,5.95,-2.727,2.524
TCGA-CN-A641-01,-3.626,-3.626,-0.7834,1.647,5.493,6.421,5.195,11.2,0.688,4.987,10.72,7.974,3.99,5.31,7.435,7.962,6.479,6.307,0.5271
TCGA-24-1463-01,2.83,2.491,-0.4921,2.26,4.602,8.786,5.726,12.16,5.052,6.678,11.35,6.694,5.323,4.634,7.938,8.396,6.415,-2.826,2.26
GTEX-YFC4-0011-R5a-SM-4RGLR,0.2522,-1.884,2.635,1.328,2.978,7.938,3.727,10.29,0.4657,3.856,8.941,6.199,3.904,2.725,5.939,6.081,4.525,1.791,0.0854
TCGA-L5-A4OJ-01,-0.3022,-3.458,-0.7346,6.439,5.022,7.991,5.918,11.39,3.402,6.449,10.15,7.022,5.586,4.053,7.808,8.441,6.832,-3.626,1.449
GTEX-VJYA-1226-SM-3GIJ6,-1.248,1.619,3.211,0.7321,4.216,8.427,4.904,10.55,1.884,5.734,10.7,6.906,4.531,3.286,7.281,7.393,6.402,-3.308,2.783
TARGET-20-PASWAJ-04,3.718,-0.9406,4.706,-2.466,2.081,7.977,2.936,11.4,4.165,6.849,12.14,5.453,4.091,1.401,7.159,7.581,5.149,-9.966,0.8408
TCGA-DD-A73D-01,-9.966,-9.966,-3.626,-5.574,6.355,7.017,6.427,9.258,2.667,4.503,11.38,7.637,3.356,3.701,6.634,8.01,6.204,-9.966,0.058
TCGA-EI-7004-01,2.101,3.636,3.507,3.74,4.58,8.467,4.528,11.86,3.542,5.892,11.38,7.063,4.516,3.651,7.851,7.965,6.329,-9.966,1.506
GTEX-WRHK-0826-SM-3MJFG,-2.826,-1.181,1.491,-3.458,4.305,7.76,5.673,10.1,1.317,5.56,11.07,7.022,4.192,3.99,7.261,7.726,6.1,-4.293,2.716
GTEX-NL3G-0008-SM-4E3JX,-9.966,-2.727,-2.826,-5.012,5.267,8.017,2.328,12.65,1.59,5.366,11.08,7.062,3.752,4.678,7.964,7.973,7.535,-5.574,0.7146
TCGA-AA-3527-11,-1.47,0.537,2.095,5.617,4.074,8.836,4.765,11.39,2.322,5.535,10.68,6.642,4.998,3.28,7.652,8.002,6.947,-6.506,0.9343
TARGET-20-PASWAJ-09,0.7058,-2.727,1.057,1.997,1.357,5.931,0.03,10.92,-2.114,4.579,11.49,4.694,2.803,0.8246,5.441,6.537,4.199,-6.506,-2.727
TCGA-CV-7433-01,0.0014,0.7407,0.0854,-4.035,4.449,7.867,3.377,12.15,2.886,6.032,11.02,7.043,4.522,4.938,7.906,8.342,6.615,4.414,1.665
GTEX-QV31-0526-SM-447C3,-0.6193,-2.635,1.34,-1.639,3.94,8.551,3.842,11.35,2.036,5.849,10.53,6.562,4.202,4.294,7.153,7.808,7.36,10.07,0.1124
TCGA-X6-A8C7-01,4.223,-0.7834,3.178,-0.4325,4.663,9.161,8.252,10.83,1.719,6.567,11.84,7.537,5.233,4.712,8.083,8.512,7.028,-3.047,4.184
TCGA-L5-A88W-01,-3.626,-3.308,-1.595,-4.035,4.778,7.508,5.392,13.16,1.258,6.202,10.7,6.75,4.195,4.714,7.612,8.382,6.384,6.715,1.964
GTEX-13PVQ-0011-R9b-SM-5LU3B,2.018,-1.831,-1.355,-1.056,3.025,7.83,3.978,10.7,1.736,4.23,9.595,6.392,3.877,2.339,6.105,6.659,4.897,-1.086,0.1388
TCGA-ED-A82E-01,0.517,-1.026,-0.9132,5.711,4.665,9.608,5.487,11.27,-0.8084,5.539,10.49,7.177,3.997,4.187,7.57,8.394,6.116,-4.293,1.145
GTEX-12WSD-0011-R2a-SM-5LZWB,-0.6873,2.632,-1.47,1.151,1.576,7.12,2.444,9.683,-0.1665,2.465,8.713,5.333,2.37,1.401,4.341,4.257,3.339,-1.283,-1.355
GTEX-13FTX-1226-SM-5IFGN,-4.293,0.4865,-1.938,3.105,2.77,7.416,3.74,7.727,1.501,4.064,9.763,5.492,3.065,2.257,5.978,6.259,5.173,-3.458,0.3231
GTEX-11ZTT-1026-SM-5EQKF,0.3907,-0.7108,3.65,-1.884,3.636,9.601,4.346,10.69,2.96,5.517,10.46,7.003,5.014,3.645,7.79,7.807,6.602,-4.293,3.091
TCGA-AB-2873-03,-4.293,1.098,2.534,-0.5756,4.399,8.221,4.033,11.68,4.99,6.013,10.31,6.567,5.528,4.039,8.1,8.271,6.304,-3.047,3.116
TCGA-KS-A4I9-01,-0.7108,-0.9132,0.1776,-1.884,4.098,9.136,2.186,10.57,3.973,5.392,10.74,6.472,5.37,3.716,7.474,7.917,6.174,-9.966,2.531
TCGA-55-6972-11,-3.047,-2.315,2.868,0.8082,3.907,9.17,3.891,9.776,3.034,5.982,10.58,6.913,5.303,3.224,7.337,7.992,6.154,-9.966,2.351
TCGA-SP-A6QK-01,2.018,6.856,-1.392,-4.608,4.907,9.488,5.793,11.02,2.576,4.717,10.28,7.044,3.42,2.967,7.278,7.649,5.53,-6.506,1.491
TCGA-22-5477-01,-2.245,-1.994,0.5859,0.4657,4.848,9.147,5.717,13.99,1.132,5.866,11.15,7.279,5.443,5.1,8.371,8.184,6.019,2.398,3.313
TCGA-AD-6890-01,0.7493,-1.283,1.171,0.099,6.327,8.169,2.177,12.56,4.634,5.565,11.16,7.56,3.462,4.957,7.992,7.977,6.071,-9.966,0.6699
GTEX-13CF3-2126-SM-5IFJP,-6.506,-1.392,1.481,-5.012,4.817,8.682,6.115,10.27,1.501,5.971,10.75,6.823,4.23,4.305,7.231,7.952,6.817,-1.431,2.186
TCGA-BH-A0B7-11,-2.932,2.496,7.664,6.569,4.59,7.788,5.114,10.66,4.358,5.836,11.43,7.083,5.469,4.271,7.705,7.876,6.268,-2.245,2.067
GTEX-WFG7-1826-SM-3GIL1,-5.012,-0.4521,2.966,0.4865,4.339,9.414,5.47,9.962,2.705,5.83,11.11,7.362,5.471,4.168,7.572,7.367,6.394,0.1519,3.731
TCGA-CV-5440-01,-2.178,-0.5543,-1.732,-3.626,4.634,7.155,4.18,13.47,1.614,6.667,12.14,7.451,4.277,4.269,7.855,8.508,5.472,6.045,0.9642
GTEX-12WSB-0011-R1b-SM-5P9EY,0.7058,-3.308,0.4967,1.209,2.452,7.63,2.551,9.786,-0.6416,3.884,9.658,5.895,3.639,2.705,5.852,5.81,4.449,-1.639,-1.283
GTEX-ZDXO-1426-SM-4WKHG,-1.884,1.614,1.876,-1.639,4.189,9.093,4.449,10.67,5.293,5.799,10.17,7.328,4.762,3.701,7.57,7.58,6.409,0.24,2.173
GTEX-XAJ8-0726-SM-47JY5,-1.248,0.9935,2.272,0.2998,3.782,9.212,4.946,10.79,1.252,6.104,10.48,7.285,4.638,3.356,7.475,7.988,6.116,-3.308,2.982
TCGA-EL-A3T2-11,0.5859,-6.506,5.067,0.2277,3.973,8.788,5.336,9.849,2.676,5.621,11.59,7.243,5.627,3.987,7.516,7.844,6.555,-3.626,3.134
GTEX-ZYWO-1626-SM-5E44H,-2.315,-0.9971,2.516,5.165,4.51,8.44,4.858,11.05,1.396,5.291,10.08,6.578,4.416,3.293,7.439,7.686,7.053,-2.635,1.288
TCGA-LQ-A4E4-01,3.973,3.816,0.9568,-1.884,5.521,9,5.979,11.02,-0.2671,5.235,10.92,7.088,4.346,4.748,7.965,8.43,6.62,-2.388,1.986
TCGA-DX-A7EF-01,-2.466,-2.114,0.517,-9.966,5.796,8.545,3.74,12.05,5.242,6.669,11.31,8.041,3.677,5.311,7.912,7.843,6.825,-6.506,3.693
TCGA-S9-A6TU-01,3.736,2.308,0.058,2.131,4.139,8.417,4.8,10.97,0.1903,5.593,10.7,7.16,4.612,4.34,7.452,7.114,5.383,0.7579,1.196
TCGA-61-2016-01,2.872,1.215,-0.9406,1.762,3.904,8.889,5.06,12.34,3.098,6.556,12.07,6.178,5.826,3.588,7.549,8.918,7.276,-9.966,2.899
GTEX-ZQUD-0226-SM-4YCEB,-0.9406,-3.626,3.277,1.506,3.151,8.728,6.039,11.23,-0.5756,6.252,10.89,7.569,4.537,3.148,7.344,8.047,6.325,-2.635,3.329
GTEX-XBEW-0006-SM-4AT4E,-6.506,-5.574,-5.012,-6.506,1.844,8.337,2.947,11.63,-0.0425,4.962,9.802,5.588,3.242,1.59,6.213,7.268,5.293,-4.608,-3.626
TCGA-OR-A5LB-01,-5.574,-1.781,2.658,-9.966,4.601,9.546,6.435,12.27,3.05,4.792,9.944,7.252,4.565,4.486,7.368,7.992,6.93,-2.178,1.787
GTEX-XGQ4-0926-SM-4AT4U,-2.932,-2.727,0.434,-2.635,3.755,7.642,5.259,9.417,1.907,5.722,10.97,6.913,4.589,3.72,6.731,7.949,6.693,-3.458,2.227
GTEX-P4QS-0426-SM-3NMCQ,-3.458,-0.6643,1.585,-0.9132,3.247,9.059,5.361,11.57,-0.5332,6.178,10.67,7.185,4.903,3.06,7.129,8.048,6.358,-1.831,3.541
TARGET-20-PASZLJ-09,0.9115,1.804,4.578,6.405,4.071,6.201,0.3685,11.34,2.011,4.662,11.63,5.634,3.776,2.311,6.038,7.148,5.039,-2.466,-1.552
GTEX-12ZZW-0011-R4a-SM-5DUX9,-0.6193,-2.635,-0.6643,0.7999,1.836,8.191,4.677,10.28,-1.149,3.348,9.356,5.899,3.287,1.642,4.982,5.208,3.837,1.029,-0.7346
TCGA-DD-A4NP-01,-4.608,-2.548,-0.4131,-4.035,4.969,7.104,5.24,10.74,3.841,3.973,9.806,6.961,3.125,2.595,6.329,6.591,6.518,-9.966,-0.7346
GTEX-P44G-2326-SM-2XCCZ,-4.035,-0.1031,1.215,-5.012,3.098,7.564,5.309,9.286,0.5955,5.993,10.21,5.886,3.746,2.616,6.781,7.364,5.226,-9.966,0.7407
TCGA-55-6981-11,-0.7588,-0.0574,4.852,1.812,4.087,8.89,4.436,9.526,3.098,5.843,10.58,6.973,5.22,3.37,7.399,8.022,6.319,-4.035,2.524
TCGA-D3-A2J6-06,1.907,-1.884,3.491,-1.938,6.65,7.69,5.291,12.3,4.055,5.429,11.54,8.132,5.581,5.957,7.779,8.356,7.566,-3.171,-1.318
GTEX-11DXY-1026-SM-5987V,-2.548,-1.283,-1.355,1.092,1.832,8.273,2.081,10.44,-0.3201,3.918,8.856,5.267,3.537,0.9343,5.537,6.002,4.246,-2.727,0.099
GTEX-ZZ64-0626-SM-5GZWR,-3.308,-0.5973,1.057,-2.466,3.866,8.13,5.783,9.56,2.583,6.301,10.86,6.603,4.533,3.429,7.238,7.931,6.269,-2.466,2.37
TCGA-XF-AAMY-01,1.774,-3.047,0.605,-1.994,4.374,8.883,4.779,10.93,2.131,5.926,12.09,7.026,5.068,5.362,7.845,7.592,7.72,4.718,3.694
TCGA-5X-AA5U-01,4.173,2.091,1.455,8.04,4.191,7.916,7.582,11.21,4.838,6.576,11.63,6.718,6.399,4.768,7.717,8.374,6.388,-2.635,4.764
