sample,MYCN,RET,KIT,PROM1,PTRH2,TLE5,TLE1,GAPDH,TCF7,RELA,RPL30,PSMC5,WDTC1,RRP1,HNRNPL,PCBP1,RER1,A2ML1,ZFHX3
GTEX-13OVJ-2326-SM-5IJGA,-4.608,-2.114,2.105,-4.608,3.305,9.446,4.706,10.62,-0.3752,6.477,11.71,6.603,4.921,3.831,8.13,7.575,6.15,-1.355,2.224
TCGA-AD-6889-01,1.736,-0.8863,-2.826,6.836,5.207,8.323,4.608,13.27,2.342,5.439,11.19,7.178,2.917,4.246,7.564,7.622,6.561,-9.966,0.4233
GTEX-147GR-2826-SM-5RQK8,-0.6643,2.095,3.263,1.486,3.366,9.283,4.815,10.02,2.439,5.474,11.38,7.11,4.808,3.189,6.865,7.541,5.913,-3.308,1.571
TCGA-AR-A256-01,-1.994,-2.053,5.613,8.124,5.543,7.475,6.372,11.94,2.734,5.941,12.03,7.234,4.235,4.736,8.292,8.319,6.681,5.076,0.4967
TCGA-ED-A4XI-01,-1.214,-1.214,-1.685,0.6699,4.066,6.948,5.642,10.3,2.183,4.837,10.05,6.081,3.871,3.139,6.366,7.521,6.196,-2.826,0.7664
GTEX-QEG5-1126-SM-33HC2,-3.816,-3.171,3.647,0.8246,3.321,8.275,4.615,10.89,1.816,5.965,10.7,6.764,4.662,3.251,7.708,7.87,5.974,-4.293,1.915
TCGA-66-2753-01,-3.047,-1.117,2.033,0.4865,5.043,8.606,3.698,13.51,2.42,6.197,11.39,7.323,4.866,4.988,7.33,8.418,7.217,-2.245,1.118
GTEX-132AR-2226-SM-5J2NT,-0.3383,-1.938,0.8726,-1.831,3.647,8.225,3.718,10.67,-0.3752,5.792,10.37,6.464,4.2,4.218,7.37,8.293,7.069,9.267,0.1124
TCGA-24-2036-01,3.065,-0.5332,-1.214,3.963,4.628,8.398,5.762,11.67,4.86,6.336,10.84,6.468,5.68,4.64,8.191,8.057,6.799,1.252,3.315
GTEX-PWCY-1426-SM-48TCT,-2.245,-0.7346,2.59,1.05,3.938,9.105,6.911,9.529,1.085,6.435,11.37,7.014,5.191,4.014,7.84,8.02,6.395,-1.639,2.58
TCGA-CR-7391-01,0.1124,0.058,2.245,-5.012,3.5,7.88,3.612,11.36,3.24,5.571,10.42,6.642,4.593,4.057,7.094,7.991,6.477,9.477,0.4233
TCGA-IC-A6RF-11,-1.431,-4.035,0.03,0.9568,4.448,7.837,5.305,11.88,1.642,5.719,10.94,7.262,4.8,4.794,6.845,7.768,6.564,8.149,2.393
GTEX-WQUQ-1526-SM-4OOSM,-3.626,-2.548,1.642,0.9343,3.222,8.862,5.647,11.89,-1.318,6.371,10.59,7.173,4.628,3.146,7.249,8.312,6.316,-3.626,3.248
GTEX-11EMC-3126-SM-5EGJP,-2.635,0.2522,1.183,-0.8339,3.322,8.755,3.981,10.31,1.967,5.249,10.31,7.067,4.678,3.679,7.273,7.02,6.408,1.322,2.376
GTEX-U4B1-0626-SM-3DB8L,1.245,-0.7108,3.831,-0.0725,3.9,9.556,5.117,9.661,2.909,6.232,10.87,7.13,5.3,4.265,7.95,7.719,6.667,-2.727,3.219
GTEX-1269C-2826-SM-5EQ5O,-2.178,-1.318,0.4657,3.322,2.556,8.087,4.888,11.27,-1.595,6.387,11.07,6.979,4.485,2.795,7.312,8.3,6.006,-1.117,3.622
TCGA-07-0249-20,-5.012,-4.293,-6.506,-0.1828,5.395,8.828,4.72,13.48,4.985,5.994,11.1,7.454,5.132,4.96,8.063,7.72,7.513,-4.608,0.2881
GTEX-PWN1-1826-SM-2S1PE,-9.966,-3.308,1.566,0.7058,3.113,8.806,5.759,11.02,-0.0574,6.793,10.87,7.367,5.07,3.116,7.635,8.459,6.309,-5.574,4.219
TCGA-KK-A6E7-01,-3.047,2,-0.1345,0.7058,5.434,8.991,4.062,12.46,-0.9406,5.31,11.42,7.669,4.69,3.912,7.655,7.173,6.632,-0.1504,2.064
GTEX-Q2AI-0626-SM-48TZU,-1.056,-2.932,1.098,-1.51,3.938,8.316,3.829,10.94,2.189,5.516,10.49,6.718,3.969,4.311,7.22,7.994,7.122,9.423,-0.6193
TCGA-A2-A0T3-01,-1.831,-0.4325,2.305,1.605,5.58,8.249,4.359,10.82,2.707,5.675,11.36,7.731,5.258,5.453,8.456,7.926,7.2,-4.035,2.108
GTEX-XUW1-1826-SM-4BOQD,-1.732,1.46,2.998,1.428,3.91,9.646,5.302,10.45,1.196,6.143,10.59,7.597,5.448,3.946,7.642,7.84,6.201,-2.114,2.571
TCGA-X7-A8M1-01,3.308,-3.047,0.9862,0.8327,4.23,9.914,5.06,10.94,8.219,5.642,11.8,7.586,5.559,4.794,8.302,8.662,6.032,-9.966,2.334
GTEX-131XH-0626-SM-5LZWH,-1.994,-1.994,-2.466,-1.732,2.549,7.245,4.369,9.432,0.8246,4.168,9.053,5.48,3.126,1.723,5.321,5.658,5.462,-3.626,-0.5973
GTEX-QVJO-1626-SM-2S1QW,-1.994,-1.117,3.966,0.7916,3.637,8.929,4.346,10.61,1.576,5.543,11.09,7.029,4.741,4.289,7.636,7.208,6.55,6.404,0.9862
TCGA-ER-A42L-06,-4.035,-1.149,4.485,-3.171,4.787,8.582,4.747,12.47,3.343,5.119,11.2,7.27,4.795,3.917,7.494,8.235,6.71,-6.506,1.227
GTEX-131XF-0926-SM-5BC69,-1.431,-2.826,5.743,1.945,3.368,9.265,4.846,10.63,0.1776,5.857,10.48,7.512,5.101,2.894,7.377,7.796,5.945,-2.727,2.379
GTEX-Z93S-0226-SM-5HL7R,-0.6643,2.125,2.251,-2.932,3.679,8.762,5.408,10.01,1.043,6.119,11.03,6.667,3.986,2.934,7.332,7.677,6.315,-4.035,2.17
TCGA-VD-AA8S-01,-1.685,-1.732,4.997,-2.388,4.549,9.145,2.653,11.13,4.154,6.37,11.77,7.436,5.663,5.678,7.003,8.715,6.198,-4.035,-0.8339
TARGET-30-PATHKB-01,6.17,2.173,1.74,-2.932,4.305,8.857,4.869,11.78,2.183,4.564,11.37,7.683,4.452,4.206,7.88,7.796,6.006,-1.214,4.97
GTEX-1399T-1526-SM-5P9J6,1.541,1.022,1.795,2.592,4.467,8.874,5.416,10.48,2.74,5.499,10.52,7.305,5.171,4.528,7.89,7.229,6.944,2.422,0.9419
GTEX-ZE7O-0011-R5a-SM-57WBO,0.03,-1.552,1.334,1.252,3.144,8.268,4.721,10.5,0.8961,3.785,8.931,6.098,4.009,2.356,6.29,6.117,4.746,1.379,0.3685
GTEX-ZDTT-0008-SM-4E3K5,-6.506,-4.293,-1.831,-2.635,5.398,8.2,2.287,12.18,-2.245,5.946,11.46,6.172,4.51,4.539,5.942,7.591,7.199,-2.114,2.425
TCGA-21-1079-01,-3.308,1.288,1.434,-2.826,5.35,8.547,3.825,12.35,2.091,6.376,10.53,6.798,3.222,3.93,7.494,8.905,7.163,2.046,1.6
TCGA-BR-8485-01,4.053,0.6425,1.692,4.994,4.351,8.063,4.713,11.29,3.798,5.81,11.23,6.105,4.661,3.965,8.373,8.478,6.125,-9.966,3.326
TCGA-WZ-A7V3-01,6.441,3.561,6.029,6.441,5.342,7.043,5.168,12.77,3.341,4.485,11.96,7.53,4.539,6.369,8.092,7.464,6.596,2.18,0.044
TCGA-BH-A0HN-01,-3.816,2.534,-2.466,-3.816,4.713,9.474,3.109,10.53,-1.056,5.116,11.42,6.627,4.922,3.688,7.701,7.643,6.977,-3.816,0.0158
TCGA-CN-5369-01,-2.178,-2.315,-0.1993,1.804,4.592,8.037,4.141,11.91,1.967,5.379,10.41,6.942,4.013,4.188,7.617,8.011,6.618,5.677,0.7748
GTEX-13FTW-0326-SM-5K7UW,-2.635,-1.994,2.812,-1.51,3.52,8.297,5.011,9.608,1.022,6.206,11.42,7.243,5.044,4.277,7.652,7.631,6.469,6.342,1.585
GTEX-139TS-2126-SM-5K7XC,-1.994,-0.5973,3.507,2.196,3.434,8.609,4.556,11.27,1.762,5.667,11.2,6.779,4.857,4.016,7.457,7.583,6.128,4.841,0.434
TCGA-VR-A8EW-01,1.19,-0.1665,-2.635,-2.178,4.104,8.534,4.828,12.9,2.669,6.121,11.15,7.022,4.394,4.764,7.994,8.773,6.178,7.979,3.245
GTEX-ZF2S-0004-SM-4WKFE,-9.966,-3.047,-3.171,-3.458,4.949,8.599,-1.318,13.43,6.008,6.045,11.62,6.19,5.001,4.678,7.692,8.55,6.295,-3.458,0.0014
GTEX-11ZTS-1226-SM-5EQMQ,-2.548,-0.9132,3.734,0.8164,2.939,9.055,4.862,10.21,2.379,6.495,10.69,6.365,4.577,2.945,7.725,7.777,5.754,-2.826,2.592
TCGA-KO-8415-11,-0.3201,-0.8339,4.71,5.151,3.914,9.248,4.833,11.08,1.092,5.355,10.78,7.293,5.281,3.678,7.69,8.087,6.859,-5.012,1.964
GTEX-WZTO-0011-R3B-SM-3NMC6,1.317,2.236,3.436,1.637,4.28,9.649,4.988,11.62,-0.2671,4.006,8.861,7.298,4.931,3.791,6.777,7.057,5.621,1.071,0.3115
TCGA-CQ-5325-01,-1.831,-0.5756,0.9789,-2.388,4.158,7.75,4.39,11.79,2.986,5.666,10.67,7.27,4.135,4.397,7.329,7.769,6.558,4.48,0.0158
GTEX-ZXES-0626-SM-5E45P,-2.932,-0.6873,1.665,-6.506,3.425,9.018,5.277,10.01,0.6517,5.995,11.09,7.066,5.093,4.41,7.769,7.629,7.004,9.049,2.173
GTEX-13VXU-0011-R4b-SM-5O9CI,-0.0725,-0.6193,3.772,1.799,3.572,9.422,5.116,11.12,-0.5332,3.684,8.905,6.692,4.56,2.77,5.942,6.567,4.577,1.39,-0.0725
GTEX-WOFM-0626-SM-4OOS3,-3.171,-3.458,1.196,-1.831,4.181,8.487,3.41,11.34,1.541,6.078,10.8,6.724,4.211,5.107,7.557,7.739,6.896,9.474,-0.3566
GTEX-1313W-0526-SM-5P9FZ,-2.826,0.3796,-0.394,-1.318,2.674,9.245,5.215,13.85,-2.548,4.236,10.02,6.483,5.413,2.29,6.372,8.321,5.22,-1.994,0.8408
GTEX-11DXX-0726-SM-5H12X,-5.574,-5.012,-0.1187,-1.283,3.918,8.923,6.269,9.834,4.875,6.103,11.14,6.897,4.676,4.034,7.689,7.886,6.53,-3.171,0.3685
GTEX-Q734-0008-SM-48U2I,-9.966,-3.458,-1.51,-3.171,4.898,8.568,3.755,11.28,0.9191,5.672,11.1,6.734,4.476,4.23,7.314,7.659,6.976,-2.388,2.384
TCGA-XK-AAJP-01,-6.506,6.749,-1.026,0.4447,5.917,9.547,4.539,10.29,0.3796,5.484,11.56,7.143,5.417,4.126,8.003,7.496,6.967,-1.732,2.576
GTEX-ZTSS-0008-SM-4YCE8,-9.966,-4.035,-2.727,-6.506,5.04,8.579,2.727,12.52,1.233,5.72,10.82,7.068,4.311,4.521,8.304,8.168,7.623,0.2522,1.585
GTEX-WY7C-0006-SM-3NB3L,-9.966,-3.171,-5.574,-6.506,2.449,6.836,0.4761,11.44,1.642,3.896,8.896,4.844,4.102,0.9343,5.79,6.844,5.536,-3.816,-3.171
GTEX-111YS-2226-SM-5987P,-4.608,-3.047,2.186,2.351,3.286,8.851,5.475,10.7,-0.8863,6.594,10.84,7.266,4.914,3.624,7.673,8.382,6.268,-1.732,4.077
GTEX-ZUA1-0326-SM-5NQA3,-1.732,0.3573,-0.4719,-0.5543,2.441,9.367,4.96,13.17,-0.9132,4.008,9.833,6.187,5.082,2.761,6.155,7.772,4.885,-3.308,0.9789
GTEX-13FTX-0226-SM-5K7TX,-4.293,-1.47,3.136,1.328,3.796,8.901,6.372,11.16,-0.7588,6.423,10.59,7.453,5.263,3.466,7.641,8.328,6.594,-1.938,3.675
TCGA-61-2002-01,0.099,-1.283,-2.053,0.4125,4.945,8.034,4.94,12.79,3.413,6.531,12.05,6.713,4.768,4.706,7.583,8.029,7.564,-2.388,2.254
TCGA-WE-A8ZM-06,-0.394,-2.826,-0.4131,-1.149,4.605,8.319,3.365,12.29,3.162,5.608,11.99,6.542,4.403,5.499,7.421,7.695,5.912,-2.466,2.067
GTEX-11EQ8-2826-SM-5N9C1,-1.026,2.578,2.86,-0.8863,3.954,10.09,4.17,10.6,0.9935,7.032,9.795,7.462,4.422,3.662,7.885,8.714,6.441,-0.0425,-2.178
GTEX-ZP4G-2026-SM-57WEH,-3.816,-1.685,-0.0425,2.524,4.076,8.894,5.647,13.38,-0.7834,5.622,10.4,7.64,4.966,3.907,6.872,8.369,5.803,5.708,2.886
TCGA-85-8664-01,4.776,-3.308,-1.149,3.845,4.747,8.572,3.384,13.16,3.368,6.427,11.58,7.924,4.228,4.188,8.552,8.527,6.261,-3.626,0.5763
TCGA-AB-2950-03,1.043,0.099,6.786,-0.9132,4.489,7.942,2.644,11.57,3.515,5.398,10.88,6.703,5.669,3.817,8.165,7.662,6.096,-1.685,2.991
TCGA-55-7574-01,-1.117,-0.9132,4.109,1.132,4.53,8.345,4.716,10.92,3.986,5.582,11.1,6.598,4.383,3.814,7.516,7.702,6.725,-3.171,1.688
GTEX-ZYFG-0526-SM-5GZXX,-3.816,-3.171,-2.053,0.4233,2.504,8.71,3.22,10.76,-0.3201,4.059,8.965,5.99,4.276,2.091,6.169,6.555,4.779,-1.994,0.4233
GTEX-PLZ4-0006-SM-5SI8L,-9.966,-3.816,-3.816,-2.727,1.82,7.951,2.862,11.93,4.32,6.53,9.185,5.596,5.051,2.669,7.53,8.507,5.2,-3.626,-2.826
GTEX-12WSB-2926-SM-59HKL,-3.816,-0.2845,3.512,-4.293,3.608,8.438,4.151,10.64,1.401,5.544,11.69,7.312,4.606,4.424,7.716,7.438,6.683,7.052,0.9862
GTEX-11P7K-1126-SM-5HL4L,-2.727,-2.548,2.897,-0.394,3.254,8.155,4.088,10.72,1.74,5.966,10.94,7.012,5.336,4.12,7.447,7.513,6.099,6.604,1.164
TCGA-B0-5705-01,-0.5973,-3.308,0.8726,-2.635,4.286,8.491,3.728,12.22,2.669,5.621,10.71,7.175,4.995,4.036,7.464,8.922,6.854,-3.626,2.008
TARGET-10-PAPIGX-09,-3.626,-4.035,-4.608,4.931,2.23,8.217,3.426,11.32,2.729,5.375,12.63,5.656,3.588,0.7058,6.231,7.181,4.223,-9.966,-3.171
TCGA-DJ-A1QE-01,1.714,-0.2671,0.8246,3.108,4.081,9.522,3.639,10.95,4.275,5.845,10.9,7.082,5.63,3.91,7.583,8.026,6.807,-3.816,3.767
GTEX-ZLV1-2126-SM-4WWD2,-4.035,-1.685,-2.053,-2.178,3.867,8.792,5.286,12.62,-1.431,5.578,10.46,8.125,5.09,3.846,6.852,9.021,6.091,-2.635,3.157
TARGET-10-PANZPJ-04,-6.506,-9.966,-3.458,1.071,1.177,7.384,3.672,11.64,2.284,5.613,12.21,5.169,2.69,0.2522,6.309,6.296,3.827,-4.293,2.351
GTEX-11DXX-2726-SM-5PNXO,-6.506,-0.6873,-2.114,-2.635,3.976,9.191,5.237,12.95,-1.552,5.913,10.34,7.762,5.356,3.817,6.353,8.718,5.65,-3.626,3.395
TCGA-27-1834-01,2.151,-0.6416,2.308,3.833,4.688,7.349,4.085,11.55,2.911,6.004,10.93,6.894,4.735,4.196,7.801,7.574,6.756,2.956,1.496
TCGA-NC-A5HJ-01,1.112,-0.9971,7.882,4.95,4.48,8.598,3.75,11.9,3.757,5.389,11.27,7.371,5.005,4.059,8.139,8.198,5.881,-3.047,2.029
TCGA-ED-A8O5-01,1.674,-3.308,-0.3752,-3.171,4.353,7.76,6.829,9.725,1.305,4.425,11.39,6.16,2.991,3.31,6.754,7.807,5.49,-9.966,0.1903
GTEX-QVUS-2926-SM-3GIJB,-1.47,1.527,3.94,0.2522,2.87,9.465,4.584,10.5,-0.4325,5.161,10.02,7.68,5.127,3.67,7.632,6.817,6.508,-0.5973,-1.392
TARGET-50-CAAAAQ-11,-0.5756,-0.8084,3.164,5.655,3.834,8.615,4.294,10.39,1.609,5.448,9.879,6.599,5.577,2.233,6.59,8.022,5.731,-2.932,3.368
GTEX-YEC4-0426-SM-4W1ZH,-1.685,-3.171,2.257,-2.635,3.486,8.522,5.095,11.05,0.4233,6.286,10.93,7.179,4.08,2.642,6.979,8.189,6.204,-5.574,3.368
GTEX-1128S-2626-SM-5H11Z,-0.4325,1.884,2.716,0.1776,3.923,9.392,4.245,10.52,1.915,5.682,10.65,7.242,5.03,3.774,7.457,7.897,6.51,0.1388,2.716
TCGA-70-6723-01,-1.318,-0.0277,-2.466,0.605,4.906,7.541,4.782,12.66,2.365,6.299,10.47,7.675,4.628,4.385,8.223,9.017,5.96,0.058,3.392
TCGA-IB-A7M4-01,-2.548,-2.635,0.434,3.934,5.154,8.923,4.51,11.75,2.787,5.688,12.36,7.229,4.127,5.062,7.489,7.765,6.308,1.245,0.7664
GTEX-13JVG-0926-SM-5IJE1,1.476,-2.315,3.192,1.036,2.975,10.01,4.931,10.72,3.45,5.786,10.75,7.143,5.352,3.769,8.031,7.723,6.548,-3.816,3.17
TCGA-E2-A2P5-01,-2.466,3.136,0.9419,0.1388,4.784,8.928,4.009,12.19,2.081,5.601,11.84,6.488,4.858,5.238,8.4,7.993,6.099,-2.826,1.551
TCGA-A3-3357-01,-1.938,-5.012,0.2522,2.921,4.286,8.328,3.343,12.57,0.7146,5.006,10.07,6.453,4.332,3.47,7.118,8.303,6.687,-9.966,1.428
TCGA-DD-AADY-01,3.653,-1.431,-1.685,-5.574,4.867,8.863,6.267,10.28,0.688,4.152,10.98,6.628,3,2.848,6.901,8.337,6.743,-9.966,1.701
TCGA-AB-2952-03,3.433,-1.026,5.593,4.882,4.076,8.564,3.738,11.87,5.88,6.397,10.84,6.325,6.147,4.55,8.047,8.061,6.784,-0.1187,2.025
TCGA-EE-A20F-06,0.7748,-3.458,-1.732,1.092,5.756,7.519,3.745,13.53,3.774,5.176,10.94,7.719,4.538,5.493,7.673,7.418,5.861,-5.012,0.4967
TCGA-XF-A8HI-01,-0.3566,-1.248,1.455,-0.8599,5.274,9.44,3.162,12.44,1.401,5.873,11.19,7.49,3.959,4.615,7.854,8.096,6.566,2.088,3.05
TCGA-VS-A9UZ-01,1.171,-2.826,-2.466,4.822,4.361,8.928,6.176,11.65,3.718,5.793,10.49,7.456,5.66,4.638,8.158,8.298,6.858,-0.0877,1.571
GTEX-1339X-0726-SM-5L3FF,-3.308,-1.392,1.112,-9.966,5.238,7.949,4.987,10.36,1.516,5.315,11.05,6.978,4.025,4.775,6.548,8.155,6.745,-5.012,0.346
GTEX-11DYG-1426-SM-5A5JR,-0.7346,1.753,5.094,1.628,3.553,9.643,5.702,11.52,1.428,5.947,10.53,7.071,5.052,3.45,7.507,7.738,6.086,-0.5332,2.121
GTEX-X5EB-1826-SM-4E3K8,-4.293,3.243,1.84,-0.0877,4.804,8.993,4.942,10.25,2.302,6.191,10.52,7.629,4.803,4.083,7.67,7.274,6.577,-1.392,2.892
TCGA-DX-A8BS-01,-1.51,-2.826,0.605,-4.608,5.08,6.605,3.607,11.01,2.997,6.245,11.58,7.528,4.755,4.65,7.855,8.158,7.472,-9.966,1.844
TCGA-FD-A3SR-01,-0.7346,-2.245,0.9716,5.583,4.915,10.2,4.969,10.57,2.563,6.488,10.99,7.443,5.407,5.387,8.367,8.607,8.065,8.728,2.967
TCGA-HC-A76W-01,-4.035,0.5568,0.7832,1.938,4.507,9.157,5.013,10.75,1.428,5.67,11.79,6.627,4.571,3.693,7.603,7.517,6.061,-2.388,2.404
GTEX-OHPJ-0008-SM-4E3JG,-9.966,-5.574,-4.293,-4.293,5.3,8.115,1.434,12.74,1.896,5.46,10.89,7.24,3.496,4.887,8.193,8.043,7.613,-5.574,1.098
TCGA-DU-7007-01,1.293,-0.6416,1.82,2.433,4.893,7.55,5.223,13.25,2.625,6.678,11.51,7.069,5.604,4.265,7.568,7.901,6.861,2.379,2.183
GTEX-11P81-0826-SM-5P9GR,-1.595,-1.595,1.092,1.787,4.128,8.344,3.824,11.52,1.486,5.549,10.58,6.752,3.894,4.68,7.255,7.794,6.957,9.23,0.24
GTEX-ZF3C-0001-SM-4WWAW,-5.012,-3.047,-5.012,-3.047,5.067,8.63,1.919,13.16,4.648,5.697,11.28,7.089,4.255,4.977,8.116,9.003,6.82,-1.51,-0.8599
TARGET-50-PAJMJT-01,6.339,-0.0877,2.251,4.037,3.917,8.024,6.036,11.36,1.412,6.21,11.99,6.762,5.34,3.628,7.824,8.143,5.361,-3.626,5.567
GTEX-Y3I4-1926-SM-4TT8L,1.595,-0.7346,4.422,6.147,3.856,8.431,5.515,10.31,2.084,5.847,10.65,6.791,4.778,3.822,7.177,7.658,6.351,-0.9406,2.888
TCGA-TT-A6YJ-01,6.06,7.686,-1.248,-6.506,5.068,10.28,5.499,11.52,-0.7346,4.892,11.1,7.74,3.849,4.659,7.226,8.405,5.272,-2.932,2.379
TCGA-BB-7862-01,2.59,-3.171,0.0718,-3.171,5.699,8.176,5.331,13.61,3.225,5.795,11.48,7.709,3.987,4.173,8.009,7.901,5.445,6.38,0.9568
TCGA-CZ-4865-11,0.1388,1.227,3.139,6.199,3.962,8.774,4.302,11.28,0.0854,5.713,10.43,7.374,5.418,3.284,7.533,8.054,6.738,-5.012,2.551
TCGA-EJ-A8FN-01,-4.608,4.976,1.05,-1.781,4.794,9.154,4.897,10.74,3.022,5.16,11.14,7.143,5.049,4.007,7.639,7.839,6.515,-0.3383,2.991
TCGA-IN-8462-01,-2.932,-1.318,0.4761,4.372,5.844,7.866,4.061,10.83,2.319,5.785,10.91,6.604,4.014,2.789,6.758,7.734,6.187,7.447,2.217
TCGA-2G-AAFG-05,4.95,1.317,6.002,6.123,5.517,7.481,4.517,12.75,4.383,4.683,12.37,7.79,3.959,5.394,8.155,7.88,6.92,0.4657,-0.7834
TCGA-HU-A4GY-01,-1.47,0.2998,1.328,2.245,3.692,8.114,4.163,9.894,5.783,5.227,10.79,6.146,4.743,3.03,6.953,7.395,5.717,-4.608,3.21
TCGA-66-2763-01,-2.548,-2.466,1.637,0.4233,4.984,8.759,2.642,12.52,1.029,6.115,11.75,7.278,4.365,4.307,8.1,7.657,7.106,5.568,1.036
TCGA-CV-7252-11,-1.884,-1.51,1.239,1.476,4.115,7.816,3.434,11.47,2.177,5.591,10.43,7.034,4.209,4.52,7.334,7.966,6.727,9.868,-0.0425
TCGA-KC-A7F3-01,-9.966,4.25,-0.013,2.025,5.634,8.929,4.733,10.78,1.816,5.79,11.47,7.078,4.719,4.554,7.855,7.623,6.489,-0.9406,1.971
GTEX-WFG8-1226-SM-5CHTQ,-9.966,-9.966,-9.966,-9.966,-9.966,-9.966,-9.966,-9.966,-9.966,-9.966,-9.966,-9.966,-9.966,-9.966,-9.966,-9.966,-9.966,10.08,-9.966
TCGA-KR-A7K8-01,0.3573,-4.293,-1.938,-6.506,4.941,8.257,4.799,11.68,0.688,5.407,10.65,6.518,3.585,3.268,6.981,7.269,6.702,-9.966,0.044
TCGA-MQ-A6BL-01,1.82,-2.826,-4.293,-3.458,5.288,8.398,3.926,11.5,1.486,5.585,10.89,7.041,2.83,3.906,7.287,7.75,6.237,-9.966,0.8488
GTEX-139T4-0326-SM-5K7XN,-3.458,-0.2671,0.1519,-2.727,3.184,7.743,5.35,11.68,-0.5125,5.506,10.65,7.429,4.1,3.136,7.475,8.269,5.709,-2.727,2.452
TCGA-73-4677-01,-3.816,-2.727,5.342,0.1776,4.477,7.815,4.918,10.83,2.046,5.497,11.53,6.778,4.428,4.171,7.29,8.13,6.466,-5.574,1.888
GTEX-ZDYS-1226-SM-5IJF3,-4.608,-0.1828,2.404,0.8805,4.121,8.944,4.883,10.26,1.77,5.768,10.51,7.073,4.487,3.651,7.379,7.116,6.197,-1.781,3.077
TCGA-BP-4977-01,-3.458,-3.626,0.9716,7.158,3.432,8.623,3.987,12.21,2.011,5.394,10.16,6.565,4.457,3.695,7.361,7.59,6.574,-9.966,1.997
TCGA-CH-5767-11,-6.506,2.071,1.406,1.71,4.563,8.612,4.519,10.4,2.496,5.85,11.18,6.911,5.101,3.68,7.325,7.64,6.443,0.9268,2.977
TCGA-ZJ-AB0H-01,3.038,-2.932,-0.3566,-1.595,4.057,8.979,4.251,11.23,2.316,5.391,10.88,6.805,4.756,5.87,7.849,8.497,6.303,7.3,0.679
GTEX-147F4-0926-SM-5Q5EO,-3.626,-2.053,4.206,0.346,3.739,8.839,4.357,10.45,2.257,7.372,10.87,6.116,4.395,2.842,8.031,8.006,5.609,-5.012,1.753
TCGA-HW-7490-01,3.088,4.129,0.9789,2.87,4.055,7.394,5.744,11.43,0.8805,6.344,11.15,7.555,4.36,2.806,7.125,7.263,5.768,0.5666,0.7999
TARGET-20-PAPWIU-09,3.242,-6.506,-0.6193,1.868,-0.0725,7.49,0.9191,11.51,2.193,6.564,12.8,4.307,3.634,-0.7346,7.553,7.468,3.655,-9.966,-3.171
TCGA-DJ-A2Q1-01,-3.816,3.566,-1.214,5.702,4.266,9.049,3.05,11.54,3.064,5.032,10.82,7.045,4.307,3,7.369,7.711,5.36,-9.966,1.209
GTEX-X3Y1-0226-SM-3P5Z5,-2.178,-2.315,-1.994,0.9642,3.222,9.194,3.505,11.29,-0.1665,4.519,9.671,6.884,4.655,2.681,6.34,6.862,5.367,-1.685,0.9568
GTEX-11DXX-1826-SM-5H126,-2.466,-0.5973,1.783,5.33,3.778,8.549,4.661,10.62,1.008,5.067,10.45,6.207,4.043,2.826,7.116,7.299,6.391,-3.308,0.6517
GTEX-ZP4G-1426-SM-4WWCL,-2.388,-2.315,3.316,-0.7108,3.429,7.987,4.379,9.656,0.9642,5.885,11.01,7.446,4.679,4.519,7.524,7.388,6.477,6.887,1.164
GTEX-T5JW-0726-SM-4DM6D,-1.884,-0.1187,2.412,-3.816,3.743,8.538,5.346,10.79,1.196,5.923,10.99,7.221,4.353,4.472,7.453,7.583,6.802,9.003,1.856
TCGA-X7-A8M5-01,3.408,-1.685,0.4125,-3.171,4.377,9.422,2.039,10.06,4.512,5.255,12.24,7.574,3.816,4.372,7.365,7.338,5.842,-1.831,0.547
TCGA-TM-A7C3-01,3.25,0.3231,4.077,3.493,4.542,9.112,5.998,11.33,2.272,5.23,10.29,7.825,4.183,4.196,8.125,7.662,5.724,1.736,1.705
TCGA-A7-A0CD-01,-1.355,3.211,1.986,-1.026,6.152,9.197,1.351,10.65,2.529,6.129,11.62,7.555,5.456,4.561,8.114,8.256,7.203,-4.608,1.745
GTEX-P44H-0011-R3A-SM-2XCEQ,0.1776,1.439,3.007,2.046,4.231,9.389,5.053,11.11,-0.5756,3.95,9.481,7.154,4.271,3.375,6.699,6.652,5.267,0.9268,-0.2671
TCGA-BH-A1F2-11,-1.685,0.9115,5.412,4.422,3.689,7.852,4.846,9.684,3.853,5.556,10.75,6.705,5.252,3.436,7.118,7.708,6.244,-2.245,1.993
TCGA-CK-4950-01,1.362,-0.0277,1.723,4.959,4.628,8.729,3.999,12.37,3.798,5.233,10.7,6.565,4.3,4.22,7.845,8.286,6.73,-9.966,0.2522
TCGA-FW-A3I3-06,-5.574,-4.035,1.112,7.203,6.705,7.829,4.278,11.51,4.164,4.912,11.67,7.752,3.618,5.664,7.917,8.823,6.173,4.103,1.581
TARGET-51-PALLXV-01,0.8327,2.602,4.339,-1.595,1.997,4.998,4.706,8.628,3.018,2.115,8.9,3.474,1.245,1.252,5.787,3.029,4.197,-4.293,1.74
GTEX-XOTO-0726-SM-4B659,-4.035,-0.0574,3.321,-0.5756,3.188,8.436,4.473,10.88,1.423,5.863,11.24,6.915,4.808,4.262,7.398,7.35,6.328,5.528,0.7321
GTEX-WVLH-0011-R4A-SM-3MJFS,0.7493,-0.0277,2.939,2.025,3.445,8.97,5.45,11.23,-0.1187,4.062,9.827,6.92,4.628,3.115,6.397,6.812,4.899,1.34,-0.0277
